"Timestamp","Age","Gender","What kind of Locality do you live in?","Education level - Either Studying or Completed","Family Income per year(in Rupees)","How likely are you to use home remedies for the following health issue/ symptom :  [Sore throat / Cough]","How likely are you to use home remedies for the following health issue/ symptom :  [Running Nose]","How likely are you to use home remedies for the following health issue/ symptom :  [Diarrhoea]","How likely are you to use home remedies for the following health issue/ symptom :  [Back/Joint pain]","How likely are you to use home remedies for the following health issue/ symptom :  [Constipation]","How likely are you to use home remedies for the following health issue/ symptom :  [Headache]","How likely are you to use home remedies for the following health issue/ symptom :  [Wounds / minor cuts and bruises]","How likely are you to use home remedies for the following health issue/ symptom :  [Sleeping problems / nervousness]","Have you ever used any of the following home remedies?","Do you prefer using Home remedies?"
"2020/10/20 9:17:24 AM GMT+5:30","19","Male","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 9:17:41 AM GMT+5:30","56","Female","Urban","Post Graduate","Above 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 9:25:35 AM GMT+5:30","45","Male","Urban","Graduate","1 lakh to 25 lakh","Always","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 9:26:02 AM GMT+5:30","39","Female","Urban","Graduate","Prefer not to say","Once in a while","Always","Never","Never","Never","Once in a while","Never","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/20 9:27:11 AM GMT+5:30","56","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Once in a while","Most of the time","Once in a while","Never","Most of the time","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 9:29:02 AM GMT+5:30","54","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Never","Never","Once in a while","Once in a while","Most of the time","Never","Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 9:31:16 AM GMT+5:30","22","Female","Urban","Graduate","1 lakh to 25 lakh","Always","Always","Always","Always","Always","Always","Most of the time","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/20 9:33:10 AM GMT+5:30","50","Female","Urban","Graduate","Prefer not to say","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/20 9:34:10 AM GMT+5:30","19","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Always","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/20 9:35:05 AM GMT+5:30","22","Female","Urban","Graduate","Prefer not to say","Once in a while","Once in a while","Never","Never","Never","Never","Once in a while","Once in a while","Never used any home remedies","Yes"
"2020/10/20 9:36:20 AM GMT+5:30","48","Female","Urban","Graduate","Prefer not to say","Always","Always","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/20 9:36:55 AM GMT+5:30","50","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/20 9:37:53 AM GMT+5:30","24","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 9:44:22 AM GMT+5:30","50","Male","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Once in a while","Never","Once in a while","Never","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 9:46:19 AM GMT+5:30","19","Female","Urban","Graduate","1 lakh to 25 lakh","Never","Most of the time","Never","Most of the time","Once in a while","Always","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","Yes"
"2020/10/20 9:52:16 AM GMT+5:30","53","Male","Urban","Post Graduate","less than 1 Lakh","Once in a while","Once in a while","Once in a while","Most of the time","Once in a while","Most of the time","Never","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 9:56:14 AM GMT+5:30","16","Female","Urban","High School","1 lakh to 25 lakh","Once in a while","Most of the time","Once in a while","Most of the time","Never","Never","Never","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/20 9:57:16 AM GMT+5:30","41","Female","Urban","Graduate","Prefer not to say","Always","Always","Always","Once in a while","Always","Always","Always","Never","Drink Haldi/Turmeric milk","Yes"
"2020/10/20 10:08:22 AM GMT+5:30","17","Female","Urban","Graduate","Prefer not to say","Once in a while","Once in a while","Never","Most of the time","Never","Most of the time","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 10:10:27 AM GMT+5:30","18","Female","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Never","Never","Never","Once in a while","Never","Always","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/20 10:14:54 AM GMT+5:30","21","Male","Urban","Post Graduate","1 lakh to 25 lakh","Never","Once in a while","Never","Most of the time","Never","Always","Never","Never","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam","No"
"2020/10/20 10:16:14 AM GMT+5:30","46","Female","Urban","Graduate","Prefer not to say","Always","Always","Most of the time","Always","Always","Always","Most of the time","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:19:02 AM GMT+5:30","43","Female","Urban","Graduate","Prefer not to say","Always","Always","Always","Always","Always","Always","Always","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:20:00 AM GMT+5:30","35","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Never","Always","Always","Always","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation","Yes"
"2020/10/20 10:28:36 AM GMT+5:30","45","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:30:23 AM GMT+5:30","27","Female","Urban","Post Graduate","Above 25 lakh","Most of the time","Most of the time","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/20 10:30:39 AM GMT+5:30","42","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 10:33:26 AM GMT+5:30","51","Male","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Most of the time","Once in a while","Most of the time","Most of the time","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 10:36:26 AM GMT+5:30","44","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:44:35 AM GMT+5:30","52","Female","Urban","Post Graduate","1 lakh to 25 lakh","Always","Always","Most of the time","Most of the time","Always","Always","Always","Always","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation","Yes"
"2020/10/20 10:56:38 AM GMT+5:30","45","Female","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:59:31 AM GMT+5:30","46","Female","Urban","Graduate","1 lakh to 25 lakh","Most of the time","Most of the time","Once in a while","Most of the time","Once in a while","Never","Once in a while","Most of the time","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 10:59:59 AM GMT+5:30","26","Male","Urban","Graduate","Prefer not to say","Once in a while","Once in a while","Most of the time","Once in a while","Most of the time","Never","Never","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Gargling for Sore throat","Yes"
"2020/10/20 11:00:01 AM GMT+5:30","47","Male","Rural","Graduate","1 lakh to 25 lakh","Once in a while","Never","Never","Once in a while","Never","Never","Never","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk","Yes"
"2020/10/20 11:06:01 AM GMT+5:30","12","Female","Urban","High School","Prefer not to say","Most of the time","Most of the time","Most of the time","Once in a while","Most of the time","Most of the time","Once in a while","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 11:15:27 AM GMT+5:30","46 ","Female","Urban","Graduate","1 lakh to 25 lakh","Once in a while","Once in a while","Most of the time","Once in a while","Never","Most of the time","Once in a while","Once in a while","Never used any home remedies","No"
"2020/10/20 11:20:12 AM GMT+5:30","19","Female","Urban","Graduate","Prefer not to say","Always","Always","Never","Always","Always","Always","Always","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 11:25:29 AM GMT+5:30","20","Male","Urban","Graduate","Above 25 lakh","Most of the time","Most of the time","Once in a while","Once in a while","Most of the time","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Using Hot water steam;Gargling for Sore throat","Yes"
"2020/10/20 11:26:24 AM GMT+5:30","27","Male","Urban","Post Graduate","1 lakh to 25 lakh","Most of the time","Once in a while","Never","Most of the time","Most of the time","Never","Never","Most of the time","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Other Home Remedies","Yes"
"2020/10/20 11:28:25 AM GMT+5:30","21","Female","Urban","Graduate","Prefer not to say","Most of the time","Once in a while","Never","Never","Never","Never","Most of the time","Never","Apply Turmeric/ Haldi on wounds and acne / pimple","Yes"
"2020/10/20 11:51:20 AM GMT+5:30","53","Female","Urban","Graduate","1 lakh to 25 lakh","Never","Never","Never","Once in a while","Never","Once in a while","Once in a while","Once in a while","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair","Yes"
"2020/10/20 11:53:36 AM GMT+5:30","44","Female","Urban","Post Graduate","Prefer not to say","Always","Once in a while","Never","Never","Never","Never","Never","Never","Kadha / Herbal Teas;Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Fennel seeds for Constipation;Other Home Remedies","Yes"
"2020/10/20 11:56:24 AM GMT+5:30","20","Female","Urban","Graduate","Prefer not to say","Once in a while","Once in a while","Never","Never","Never","Never","Never","Never","Apply Turmeric/ Haldi on wounds and acne / pimple;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat;Aloe Vera / Onion Juice / Egg for Hair;Other Home Remedies","No"
"2020/10/20 11:59:05 AM GMT+5:30","41","Male","Urban","Post Graduate","1 lakh to 25 lakh","Always","Always","Most of the time","Once in a while","Most of the time","Never","Once in a while","Never","Kadha / Herbal Teas;Drink Haldi/Turmeric milk;Using Hot water steam;Gargling for Sore throat","Yes"
